2024-10-14 21:39:52.312929,28:74:f5:8a:c4:22,192.168.1.254,router,router,Connected
2024-10-14 21:39:53.385218,1e:3f:ce:84:21:ec,192.168.1.64,Zach's Phone,Zach,Connected
2024-10-14 21:39:56.854969,34:02:86:1f:fa:e5,192.168.1.65,think,think,Connected
2024-10-14 21:40:28.702407,74:56:3c:3a:1f:07,192.168.1.212,unknown_eth,unknown,Connected
2024-10-14 21:40:38.446250,d8:a0:11:2b:31:40,192.168.1.204,wiz device,wiz,Connected
